,SID,X,Private,Class,Sex,Condition,Item,Soph_pre,Correct_pre,Soph_post,Correct_post,Theta
2481,956031203,2481,0,12,M,REV,L,NA,0,2,0,-1.210669
2482,956031203,2482,0,12,M,REV,M,NA,NA,1,0,-1.210669
2483,956031203,2483,0,12,M,REV,N,NA,NA,H,0,-1.210669
2484,956031203,2484,0,12,M,REV,P,NA,NA,1,0,-1.210669
2485,956031203,2485,0,12,M,REV,Q,NA,NA,0,0,-1.210669
2486,956031203,2486,0,12,M,REV,U,NA,NA,H,0,-1.210669
2487,956031203,2487,0,12,M,REV,V,NA,NA,1,1,-1.210669
2488,956031203,2488,0,12,M,REV,X,NA,NA,H,0,-1.210669
2489,956031203,2489,0,12,M,REV,X15,NA,0,H,0,-1.210669
2490,956031203,2490,0,12,M,REV,X21,NA,NA,1,1,-1.210669
2491,956031203,2491,0,12,M,REV,X31.1,NA,NA,H,0,-1.210669
2492,956031203,2492,0,12,M,REV,X32,NA,NA,H,0,-1.210669
2493,956031203,2493,0,12,M,REV,X33,NA,0,H,0,-1.210669
2494,956031203,2494,0,12,M,REV,X37,NA,NA,1,0,-1.210669
2495,956031203,2495,0,12,M,REV,X50,NA,NA,H,0,-1.210669
2496,956031203,2496,0,12,M,REV,Z,NA,NA,H,0,-1.210669
2497,956031204,2497,0,12,F,BAU,B,1,NA,H,0,-1.116012
2498,956031204,2498,0,12,F,BAU,C,H,NA,2,1,-1.116012
2499,956031204,2499,0,12,F,BAU,Da,1,NA,1,0,-1.116012
2500,956031204,2500,0,12,F,BAU,Db,1,NA,1,1,-1.116012
2501,956031204,2501,0,12,F,BAU,E,H,NA,1,1,-1.116012
2502,956031204,2502,0,12,F,BAU,G,1,NA,1,0,-1.116012
2503,956031204,2503,0,12,F,BAU,H,1,0,0,0,-1.116012
2504,956031204,2504,0,12,F,BAU,I,H,0,H,0,-1.116012
2505,956031204,2505,0,12,F,BAU,J,1,NA,1,1,-1.116012
2506,956031204,2506,0,12,F,BAU,K,1,0,2,0,-1.116012
2507,956031204,2507,0,12,F,BAU,L,1,0,2,0,-1.116012
2508,956031204,2508,0,12,F,BAU,M,1,0,H,0,-1.116012
2509,956031204,2509,0,12,F,BAU,N,NA,NA,H,1,-1.116012
2510,956031204,2510,0,12,F,BAU,P,NA,NA,H,0,-1.116012
2511,956031204,2511,0,12,F,BAU,Q,NA,NA,H,0,-1.116012
2512,956031204,2512,0,12,F,BAU,U,NA,NA,0,0,-1.116012
2513,956031204,2513,0,12,F,BAU,V,NA,NA,1,0,-1.116012
2514,956031204,2514,0,12,F,BAU,X,NA,NA,NA,0,-1.116012
2515,956031204,2515,0,12,F,BAU,X15,2,1,2,1,-1.116012
2516,956031204,2516,0,12,F,BAU,X21,NA,NA,H,0,-1.116012
2517,956031204,2517,0,12,F,BAU,X31.1,H,0,H,0,-1.116012
2518,956031204,2518,0,12,F,BAU,X32,NA,NA,H,0,-1.116012
2519,956031204,2519,0,12,F,BAU,X33,H,0,H,0,-1.116012
2520,956031204,2520,0,12,F,BAU,X37,NA,0,H,0,-1.116012
2521,956031204,2521,0,12,F,BAU,X50,NA,NA,1,0,-1.116012
2522,956031204,2522,0,12,F,BAU,Z,NA,NA,H,0,-1.116012
2523,956031205,2523,0,12,F,REV,B,H,NA,NA,NA,-0.7134596
2524,956031205,2524,0,12,F,REV,C,H,NA,NA,NA,-0.7134596
2525,956031205,2525,0,12,F,REV,Da,1,NA,NA,NA,-0.7134596
2526,956031205,2526,0,12,F,REV,Db,1,NA,NA,NA,-0.7134596
2527,956031205,2527,0,12,F,REV,E,1,NA,NA,NA,-0.7134596
2528,956031205,2528,0,12,F,REV,G,1,NA,NA,NA,-0.7134596
2529,956031205,2529,0,12,F,REV,H,1,0,NA,NA,-0.7134596
2530,956031205,2530,0,12,F,REV,I,H,0,NA,NA,-0.7134596
2531,956031205,2531,0,12,F,REV,J,1,NA,NA,NA,-0.7134596
2532,956031205,2532,0,12,F,REV,K,2,1,NA,NA,-0.7134596
2533,956031205,2533,0,12,F,REV,L,NA,0,NA,NA,-0.7134596
2534,956031205,2534,0,12,F,REV,M,H,0,NA,NA,-0.7134596
2535,956031205,2535,0,12,F,REV,N,NA,NA,NA,NA,-0.7134596
2536,956031205,2536,0,12,F,REV,P,NA,NA,NA,NA,-0.7134596
2537,956031205,2537,0,12,F,REV,Q,NA,NA,NA,NA,-0.7134596
2538,956031205,2538,0,12,F,REV,U,NA,NA,NA,NA,-0.7134596
2539,956031205,2539,0,12,F,REV,V,NA,NA,NA,NA,-0.7134596
2540,956031205,2540,0,12,F,REV,X,NA,NA,NA,NA,-0.7134596
2541,956031205,2541,0,12,F,REV,X15,NA,0,NA,NA,-0.7134596
2542,956031205,2542,0,12,F,REV,X21,NA,NA,NA,NA,-0.7134596
2543,956031205,2543,0,12,F,REV,X31.1,NA,NA,NA,NA,-0.7134596
2544,956031205,2544,0,12,F,REV,X32,NA,NA,NA,NA,-0.7134596
2545,956031205,2545,0,12,F,REV,X33,H,0,NA,NA,-0.7134596
2546,956031205,2546,0,12,F,REV,X37,NA,NA,NA,NA,-0.7134596
2547,956031205,2547,0,12,F,REV,X50,NA,NA,NA,NA,-0.7134596
2548,956031205,2548,0,12,F,REV,Z,NA,NA,NA,NA,-0.7134596
2549,956031206,2549,0,12,M,REV,B,2,NA,NA,NA,-0.2884314
2550,956031206,2550,0,12,M,REV,C,H,NA,NA,NA,-0.2884314
2551,956031206,2551,0,12,M,REV,Da,1,NA,NA,NA,-0.2884314
2552,956031206,2552,0,12,M,REV,Db,1,NA,NA,NA,-0.2884314
2553,956031206,2553,0,12,M,REV,E,1,NA,NA,NA,-0.2884314
2554,956031206,2554,0,12,M,REV,G,2,NA,NA,NA,-0.2884314
2555,956031206,2555,0,12,M,REV,H,1,0,NA,NA,-0.2884314
2556,956031206,2556,0,12,M,REV,I,0,0,NA,NA,-0.2884314
2557,956031206,2557,0,12,M,REV,J,1,NA,NA,NA,-0.2884314
2558,956031206,2558,0,12,M,REV,K,2,1,NA,NA,-0.2884314
2559,956031206,2559,0,12,M,REV,L,H,0,NA,NA,-0.2884314
2560,956031206,2560,0,12,M,REV,M,H,0,NA,NA,-0.2884314
2561,956031206,2561,0,12,M,REV,N,NA,NA,NA,NA,-0.2884314
2562,956031206,2562,0,12,M,REV,P,NA,NA,NA,NA,-0.2884314
2563,956031206,2563,0,12,M,REV,Q,NA,NA,NA,NA,-0.2884314
2564,956031206,2564,0,12,M,REV,U,NA,NA,NA,NA,-0.2884314
2565,956031206,2565,0,12,M,REV,V,NA,NA,NA,NA,-0.2884314
2566,956031206,2566,0,12,M,REV,X,NA,NA,NA,NA,-0.2884314
2567,956031206,2567,0,12,M,REV,X15,NA,0,NA,NA,-0.2884314
2568,956031206,2568,0,12,M,REV,X21,NA,NA,NA,NA,-0.2884314
2569,956031206,2569,0,12,M,REV,X31.1,NA,NA,NA,NA,-0.2884314
2570,956031206,2570,0,12,M,REV,X32,NA,NA,NA,NA,-0.2884314
2571,956031206,2571,0,12,M,REV,X33,H,0,NA,NA,-0.2884314
2572,956031206,2572,0,12,M,REV,X37,NA,0,NA,NA,-0.2884314
2573,956031206,2573,0,12,M,REV,X50,NA,NA,NA,NA,-0.2884314
2574,956031206,2574,0,12,M,REV,Z,NA,NA,NA,NA,-0.2884314
2575,956031207,2575,0,12,M,REV,B,1,NA,H,1,0.4262398
2576,956031207,2576,0,12,M,REV,C,2,NA,2,1,0.4262398
2577,956031207,2577,0,12,M,REV,Da,1,NA,2,1,0.4262398
2578,956031207,2578,0,12,M,REV,Db,1,NA,1,1,0.4262398
2579,956031207,2579,0,12,M,REV,E,2,NA,2,1,0.4262398
2580,956031207,2580,0,12,M,REV,G,2,NA,2,0,0.4262398
2581,956031207,2581,0,12,M,REV,H,2,0,2,0,0.4262398
2582,956031207,2582,0,12,M,REV,I,H,0,H,0,0.4262398
2583,956031207,2583,0,12,M,REV,J,1,NA,2,1,0.4262398
2584,956031207,2584,0,12,M,REV,K,2,0,2,1,0.4262398
2585,956031207,2585,0,12,M,REV,L,H,0,2,0,0.4262398
2586,956031207,2586,0,12,M,REV,M,H,0,H,0,0.4262398
2587,956031207,2587,0,12,M,REV,N,NA,NA,1,1,0.4262398
2588,956031207,2588,0,12,M,REV,P,NA,NA,3,1,0.4262398
2589,956031207,2589,0,12,M,REV,Q,NA,NA,0,0,0.4262398
2590,956031207,2590,0,12,M,REV,U,NA,NA,0,0,0.4262398
2591,956031207,2591,0,12,M,REV,V,NA,NA,1,0,0.4262398
2592,956031207,2592,0,12,M,REV,X,NA,NA,H,0,0.4262398
2593,956031207,2593,0,12,M,REV,X15,2,1,NA,0,0.4262398
2594,956031207,2594,0,12,M,REV,X21,NA,NA,1,1,0.4262398
2595,956031207,2595,0,12,M,REV,X31.1,H,0,H,1,0.4262398
2596,956031207,2596,0,12,M,REV,X32,NA,NA,0,0,0.4262398
2597,956031207,2597,0,12,M,REV,X33,H,0,H,0,0.4262398
2598,956031207,2598,0,12,M,REV,X37,NA,0,H,0,0.4262398
2599,956031207,2599,0,12,M,REV,X50,NA,NA,0,0,0.4262398
2600,956031207,2600,0,12,M,REV,Z,NA,NA,H,0,0.4262398
2601,956031208,2601,0,12,F,REV,B,H,NA,NA,NA,-0.8750863
2602,956031208,2602,0,12,F,REV,C,H,NA,NA,NA,-0.8750863
2603,956031208,2603,0,12,F,REV,Da,1,NA,NA,NA,-0.8750863
2604,956031208,2604,0,12,F,REV,Db,1,NA,NA,NA,-0.8750863
2605,956031208,2605,0,12,F,REV,E,1,NA,NA,NA,-0.8750863
2606,956031208,2606,0,12,F,REV,G,1,NA,NA,NA,-0.8750863
2607,956031208,2607,0,12,F,REV,H,H,0,NA,NA,-0.8750863
2608,956031208,2608,0,12,F,REV,I,0,0,NA,NA,-0.8750863
2609,956031208,2609,0,12,F,REV,J,1,NA,NA,NA,-0.8750863
2610,956031208,2610,0,12,F,REV,K,2,1,NA,NA,-0.8750863
2611,956031208,2611,0,12,F,REV,L,H,0,NA,NA,-0.8750863
2612,956031208,2612,0,12,F,REV,M,H,0,NA,NA,-0.8750863
2613,956031208,2613,0,12,F,REV,N,NA,NA,NA,NA,-0.8750863
2614,956031208,2614,0,12,F,REV,P,NA,NA,NA,NA,-0.8750863
2615,956031208,2615,0,12,F,REV,Q,NA,NA,NA,NA,-0.8750863
2616,956031208,2616,0,12,F,REV,U,NA,NA,NA,NA,-0.8750863
2617,956031208,2617,0,12,F,REV,V,NA,NA,NA,NA,-0.8750863
2618,956031208,2618,0,12,F,REV,X,NA,NA,NA,NA,-0.8750863
2619,956031208,2619,0,12,F,REV,X15,NA,0,NA,NA,-0.8750863
2620,956031208,2620,0,12,F,REV,X21,NA,NA,NA,NA,-0.8750863
2621,956031208,2621,0,12,F,REV,X31.1,NA,NA,NA,NA,-0.8750863
2622,956031208,2622,0,12,F,REV,X32,NA,NA,NA,NA,-0.8750863
2623,956031208,2623,0,12,F,REV,X33,H,0,NA,NA,-0.8750863
2624,956031208,2624,0,12,F,REV,X37,NA,NA,NA,NA,-0.8750863
2625,956031208,2625,0,12,F,REV,X50,NA,NA,NA,NA,-0.8750863
2626,956031208,2626,0,12,F,REV,Z,NA,NA,NA,NA,-0.8750863
2627,956031209,2627,0,12,F,BAU,B,2,NA,H,1,-0.3642407
2628,956031209,2628,0,12,F,BAU,C,H,NA,1,1,-0.3642407
2629,956031209,2629,0,12,F,BAU,Da,1,NA,2,1,-0.3642407
2630,956031209,2630,0,12,F,BAU,Db,1,NA,1,1,-0.3642407
2631,956031209,2631,0,12,F,BAU,E,1,NA,1,1,-0.3642407
2632,956031209,2632,0,12,F,BAU,G,1,NA,2,1,-0.3642407
2633,956031209,2633,0,12,F,BAU,H,1,0,1,0,-0.3642407
2634,956031209,2634,0,12,F,BAU,I,H,0,1,1,-0.3642407
2635,956031209,2635,0,12,F,BAU,J,1,NA,1,1,-0.3642407
2636,956031209,2636,0,12,F,BAU,K,2,0,H,1,-0.3642407
2637,956031209,2637,0,12,F,BAU,L,H,0,1,0,-0.3642407
2638,956031209,2638,0,12,F,BAU,M,H,0,H,0,-0.3642407
2639,956031209,2639,0,12,F,BAU,N,1,0,H,1,-0.3642407
2640,956031209,2640,0,12,F,BAU,P,NA,NA,3,1,-0.3642407
2641,956031209,2641,0,12,F,BAU,Q,NA,NA,0,0,-0.3642407
2642,956031209,2642,0,12,F,BAU,U,NA,NA,0,0,-0.3642407
2643,956031209,2643,0,12,F,BAU,V,NA,NA,1,0,-0.3642407
2644,956031209,2644,0,12,F,BAU,X,NA,NA,H,0,-0.3642407
2645,956031209,2645,0,12,F,BAU,X15,2,1,H,0,-0.3642407
2646,956031209,2646,0,12,F,BAU,X21,NA,NA,3,1,-0.3642407
2647,956031209,2647,0,12,F,BAU,X31.1,H,1,H,1,-0.3642407
2648,956031209,2648,0,12,F,BAU,X32,NA,NA,0,0,-0.3642407
2649,956031209,2649,0,12,F,BAU,X33,H,0,0,0,-0.3642407
2650,956031209,2650,0,12,F,BAU,X37,H,0,H,0,-0.3642407
2651,956031209,2651,0,12,F,BAU,X50,NA,NA,1,0,-0.3642407
2652,956031209,2652,0,12,F,BAU,Z,NA,NA,H,0,-0.3642407
2653,956031210,2653,0,12,M,REV,B,1,NA,H,1,0.3742034
2654,956031210,2654,0,12,M,REV,C,H,NA,H,1,0.3742034
2655,956031210,2655,0,12,M,REV,Da,1,NA,1,1,0.3742034
2656,956031210,2656,0,12,M,REV,Db,1,NA,1,1,0.3742034
2657,956031210,2657,0,12,M,REV,E,1,NA,1,1,0.3742034
2658,956031210,2658,0,12,M,REV,G,2,NA,2,1,0.3742034
2659,956031210,2659,0,12,M,REV,H,3,1,2,1,0.3742034
2660,956031210,2660,0,12,M,REV,I,H,0,H,0,0.3742034
2661,956031210,2661,0,12,M,REV,J,1,NA,1,1,0.3742034
2662,956031210,2662,0,12,M,REV,K,H,0,2,1,0.3742034
2663,956031210,2663,0,12,M,REV,L,H,0,2,1,0.3742034
2664,956031210,2664,0,12,M,REV,M,H,0,3,1,0.3742034
2665,956031210,2665,0,12,M,REV,N,NA,NA,1,1,0.3742034
2666,956031210,2666,0,12,M,REV,P,NA,NA,3,1,0.3742034
2667,956031210,2667,0,12,M,REV,Q,NA,NA,0,0,0.3742034
2668,956031210,2668,0,12,M,REV,U,NA,NA,0,0,0.3742034
2669,956031210,2669,0,12,M,REV,V,NA,NA,1,0,0.3742034
2670,956031210,2670,0,12,M,REV,X,NA,NA,H,0,0.3742034
2671,956031210,2671,0,12,M,REV,X15,2,1,2,1,0.3742034
2672,956031210,2672,0,12,M,REV,X21,NA,NA,3,1,0.3742034
2673,956031210,2673,0,12,M,REV,X31.1,H,NA,H,1,0.3742034
2674,956031210,2674,0,12,M,REV,X32,NA,NA,0,0,0.3742034
2675,956031210,2675,0,12,M,REV,X33,H,0,H,0,0.3742034
2676,956031210,2676,0,12,M,REV,X37,H,0,1,0,0.3742034
2677,956031210,2677,0,12,M,REV,X50,NA,NA,H,0,0.3742034
2678,956031210,2678,0,12,M,REV,Z,NA,NA,H,0,0.3742034
2679,956031211,2679,0,12,F,REV,B,1,NA,NA,NA,-0.7289136
2680,956031211,2680,0,12,F,REV,C,H,NA,NA,NA,-0.7289136
2681,956031211,2681,0,12,F,REV,Da,1,NA,NA,NA,-0.7289136
2682,956031211,2682,0,12,F,REV,Db,1,NA,NA,NA,-0.7289136
2683,956031211,2683,0,12,F,REV,E,1,NA,NA,NA,-0.7289136
2684,956031211,2684,0,12,F,REV,G,1,NA,NA,NA,-0.7289136
2685,956031211,2685,0,12,F,REV,H,H,0,NA,NA,-0.7289136
2686,956031211,2686,0,12,F,REV,I,H,0,NA,NA,-0.7289136
2687,956031211,2687,0,12,F,REV,J,1,NA,NA,NA,-0.7289136
2688,956031211,2688,0,12,F,REV,K,NA,NA,NA,NA,-0.7289136
2689,956031211,2689,0,12,F,REV,L,NA,NA,NA,NA,-0.7289136
2690,956031211,2690,0,12,F,REV,M,NA,NA,NA,NA,-0.7289136
2691,956031211,2691,0,12,F,REV,N,NA,NA,NA,NA,-0.7289136
2692,956031211,2692,0,12,F,REV,P,NA,NA,NA,NA,-0.7289136
2693,956031211,2693,0,12,F,REV,Q,NA,NA,NA,NA,-0.7289136
2694,956031211,2694,0,12,F,REV,U,NA,NA,NA,NA,-0.7289136
2695,956031211,2695,0,12,F,REV,V,NA,NA,NA,NA,-0.7289136
2696,956031211,2696,0,12,F,REV,X,NA,NA,NA,NA,-0.7289136
2697,956031211,2697,0,12,F,REV,X15,NA,NA,NA,NA,-0.7289136
2698,956031211,2698,0,12,F,REV,X21,NA,NA,NA,NA,-0.7289136
2699,956031211,2699,0,12,F,REV,X31.1,NA,NA,NA,NA,-0.7289136
2700,956031211,2700,0,12,F,REV,X32,NA,NA,NA,NA,-0.7289136
2701,956031211,2701,0,12,F,REV,X33,NA,NA,NA,NA,-0.7289136
2702,956031211,2702,0,12,F,REV,X37,NA,NA,NA,NA,-0.7289136
2703,956031211,2703,0,12,F,REV,X50,NA,NA,NA,NA,-0.7289136
2704,956031211,2704,0,12,F,REV,Z,NA,NA,NA,NA,-0.7289136
2705,956031212,2705,0,12,F,BAU,B,1,NA,H,1,-0.5576735
2706,956031212,2706,0,12,F,BAU,C,H,NA,H,0,-0.5576735
2707,956031212,2707,0,12,F,BAU,Da,1,NA,2,1,-0.5576735
2708,956031212,2708,0,12,F,BAU,Db,1,NA,0,0,-0.5576735
2709,956031212,2709,0,12,F,BAU,E,1,NA,1,1,-0.5576735
2710,956031212,2710,0,12,F,BAU,G,1,NA,2,1,-0.5576735
2711,956031212,2711,0,12,F,BAU,H,NA,0,0,0,-0.5576735
2712,956031212,2712,0,12,F,BAU,I,1,0,H,0,-0.5576735
2713,956031212,2713,0,12,F,BAU,J,1,NA,1,1,-0.5576735
2714,956031212,2714,0,12,F,BAU,K,NA,NA,2,0,-0.5576735
2715,956031212,2715,0,12,F,BAU,L,NA,NA,1,0,-0.5576735
2716,956031212,2716,0,12,F,BAU,M,NA,NA,H,0,-0.5576735
2717,956031212,2717,0,12,F,BAU,N,NA,NA,0,0,-0.5576735
2718,956031212,2718,0,12,F,BAU,P,NA,NA,1,0,-0.5576735
2719,956031212,2719,0,12,F,BAU,Q,NA,NA,H,0,-0.5576735
2720,956031212,2720,0,12,F,BAU,U,NA,NA,0,1,-0.5576735
2721,956031212,2721,0,12,F,BAU,V,NA,NA,1,0,-0.5576735
2722,956031212,2722,0,12,F,BAU,X,NA,NA,H,0,-0.5576735
2723,956031212,2723,0,12,F,BAU,X15,NA,NA,2,1,-0.5576735
2724,956031212,2724,0,12,F,BAU,X21,NA,NA,NA,0,-0.5576735
2725,956031212,2725,0,12,F,BAU,X31.1,NA,NA,H,1,-0.5576735
2726,956031212,2726,0,12,F,BAU,X32,NA,NA,0,0,-0.5576735
2727,956031212,2727,0,12,F,BAU,X33,NA,NA,H,0,-0.5576735
2728,956031212,2728,0,12,F,BAU,X37,NA,NA,H,0,-0.5576735
2729,956031212,2729,0,12,F,BAU,X50,NA,NA,0,0,-0.5576735
2730,956031212,2730,0,12,F,BAU,Z,NA,NA,H,0,-0.5576735
2731,956031213,2731,0,12,M,LT,B,1,NA,H,1,0.7695052
2732,956031213,2732,0,12,M,LT,C,H,NA,2,1,0.7695052
2733,956031213,2733,0,12,M,LT,Da,2,NA,2,1,0.7695052
2734,956031213,2734,0,12,M,LT,Db,0,NA,1,1,0.7695052
2735,956031213,2735,0,12,M,LT,E,2,NA,2,1,0.7695052
2736,956031213,2736,0,12,M,LT,G,2,NA,2,1,0.7695052
2737,956031213,2737,0,12,M,LT,H,3,1,2,1,0.7695052
2738,956031213,2738,0,12,M,LT,I,NA,0,H,0,0.7695052
2739,956031213,2739,0,12,M,LT,J,1,NA,1,1,0.7695052
2740,956031213,2740,0,12,M,LT,K,2,1,2,1,0.7695052
2741,956031213,2741,0,12,M,LT,L,H,0,2,0,0.7695052
2742,956031213,2742,0,12,M,LT,M,H,0,3,1,0.7695052
2743,956031213,2743,0,12,M,LT,N,NA,NA,H,0,0.7695052
2744,956031213,2744,0,12,M,LT,P,NA,NA,1,0,0.7695052
2745,956031213,2745,0,12,M,LT,Q,NA,NA,0,0,0.7695052
2746,956031213,2746,0,12,M,LT,U,NA,NA,0,0,0.7695052
2747,956031213,2747,0,12,M,LT,V,NA,NA,1,0,0.7695052
2748,956031213,2748,0,12,M,LT,X,NA,NA,1,0,0.7695052
2749,956031213,2749,0,12,M,LT,X15,H,0,H,0,0.7695052
2750,956031213,2750,0,12,M,LT,X21,NA,NA,3,1,0.7695052
2751,956031213,2751,0,12,M,LT,X31.1,NA,NA,H,0,0.7695052
2752,956031213,2752,0,12,M,LT,X32,NA,NA,0,0,0.7695052
2753,956031213,2753,0,12,M,LT,X33,H,0,H,0,0.7695052
2754,956031213,2754,0,12,M,LT,X37,NA,NA,2,0,0.7695052
2755,956031213,2755,0,12,M,LT,X50,NA,NA,1,0,0.7695052
2756,956031213,2756,0,12,M,LT,Z,NA,NA,2,0,0.7695052
2757,956031214,2757,0,12,F,BAU,B,1,NA,2,1,-0.3642407
2758,956031214,2758,0,12,F,BAU,C,H,NA,H,1,-0.3642407
2759,956031214,2759,0,12,F,BAU,Da,1,NA,2,1,-0.3642407
2760,956031214,2760,0,12,F,BAU,Db,1,NA,1,1,-0.3642407
2761,956031214,2761,0,12,F,BAU,E,1,NA,2,1,-0.3642407
2762,956031214,2762,0,12,F,BAU,G,2,NA,2,1,-0.3642407
2763,956031214,2763,0,12,F,BAU,H,1,0,1,0,-0.3642407
2764,956031214,2764,0,12,F,BAU,I,H,0,H,0,-0.3642407
2765,956031214,2765,0,12,F,BAU,J,1,NA,0,1,-0.3642407
2766,956031214,2766,0,12,F,BAU,K,2,1,2,1,-0.3642407
2767,956031214,2767,0,12,F,BAU,L,H,0,2,0,-0.3642407
2768,956031214,2768,0,12,F,BAU,M,1,0,1,0,-0.3642407
2769,956031214,2769,0,12,F,BAU,N,NA,NA,1,0,-0.3642407
2770,956031214,2770,0,12,F,BAU,P,NA,NA,3,1,-0.3642407
2771,956031214,2771,0,12,F,BAU,Q,NA,NA,0,0,-0.3642407
2772,956031214,2772,0,12,F,BAU,U,NA,NA,H,0,-0.3642407
2773,956031214,2773,0,12,F,BAU,V,NA,NA,H,0,-0.3642407
2774,956031214,2774,0,12,F,BAU,X,NA,NA,H,0,-0.3642407
2775,956031214,2775,0,12,F,BAU,X15,2,1,H,0,-0.3642407
2776,956031214,2776,0,12,F,BAU,X21,NA,NA,1,1,-0.3642407
2777,956031214,2777,0,12,F,BAU,X31.1,H,0,H,0,-0.3642407
2778,956031214,2778,0,12,F,BAU,X32,NA,NA,0,0,-0.3642407
2779,956031214,2779,0,12,F,BAU,X33,H,0,H,0,-0.3642407
2780,956031214,2780,0,12,F,BAU,X37,1,0,1,0,-0.3642407
2781,956031214,2781,0,12,F,BAU,X50,NA,NA,NA,0,-0.3642407
2782,956031214,2782,0,12,F,BAU,Z,NA,NA,H,0,-0.3642407
2783,956031215,2783,0,12,F,LT,B,H,NA,1,1,-0.5747336
2784,956031215,2784,0,12,F,LT,C,H,NA,H,1,-0.5747336
2785,956031215,2785,0,12,F,LT,Da,1,NA,1,1,-0.5747336
2786,956031215,2786,0,12,F,LT,Db,1,NA,1,1,-0.5747336
2787,956031215,2787,0,12,F,LT,E,1,NA,1,1,-0.5747336
2788,956031215,2788,0,12,F,LT,G,2,NA,2,1,-0.5747336
2789,956031215,2789,0,12,F,LT,H,1,0,1,0,-0.5747336
2790,956031215,2790,0,12,F,LT,I,0,0,H,0,-0.5747336
2791,956031215,2791,0,12,F,LT,J,1,NA,1,1,-0.5747336
2792,956031215,2792,0,12,F,LT,K,2,0,H,0,-0.5747336
2793,956031215,2793,0,12,F,LT,L,H,0,2,0,-0.5747336
2794,956031215,2794,0,12,F,LT,M,NA,NA,H,0,-0.5747336
2795,956031215,2795,0,12,F,LT,N,NA,NA,1,1,-0.5747336
2796,956031215,2796,0,12,F,LT,P,NA,NA,1,0,-0.5747336
2797,956031215,2797,0,12,F,LT,Q,NA,NA,0,0,-0.5747336
2798,956031215,2798,0,12,F,LT,U,NA,NA,0,0,-0.5747336
2799,956031215,2799,0,12,F,LT,V,NA,NA,1,0,-0.5747336
2800,956031215,2800,0,12,F,LT,X,NA,NA,0,0,-0.5747336
2801,956031215,2801,0,12,F,LT,X15,NA,0,H,0,-0.5747336
2802,956031215,2802,0,12,F,LT,X21,NA,NA,NA,0,-0.5747336
2803,956031215,2803,0,12,F,LT,X31.1,NA,NA,H,0,-0.5747336
2804,956031215,2804,0,12,F,LT,X32,NA,NA,0,0,-0.5747336
2805,956031215,2805,0,12,F,LT,X33,NA,0,H,0,-0.5747336
2806,956031215,2806,0,12,F,LT,X37,NA,NA,1,0,-0.5747336
2807,956031215,2807,0,12,F,LT,X50,NA,NA,2,0,-0.5747336
2808,956031215,2808,0,12,F,LT,Z,NA,NA,H,0,-0.5747336
2809,956031216,2809,0,12,F,BAU,B,1,NA,H,1,-0.9045359
2810,956031216,2810,0,12,F,BAU,C,H,NA,H,1,-0.9045359
2811,956031216,2811,0,12,F,BAU,Da,1,NA,1,1,-0.9045359
2812,956031216,2812,0,12,F,BAU,Db,0,NA,1,1,-0.9045359
2813,956031216,2813,0,12,F,BAU,E,1,NA,1,1,-0.9045359
2814,956031216,2814,0,12,F,BAU,G,2,NA,2,1,-0.9045359
2815,956031216,2815,0,12,F,BAU,H,H,0,3,0,-0.9045359
2816,956031216,2816,0,12,F,BAU,I,0,0,H,0,-0.9045359
2817,956031216,2817,0,12,F,BAU,J,1,NA,1,1,-0.9045359
2818,956031216,2818,0,12,F,BAU,K,2,1,H,1,-0.9045359
2819,956031216,2819,0,12,F,BAU,L,NA,0,NA,0,-0.9045359
2820,956031216,2820,0,12,F,BAU,M,1,0,NA,0,-0.9045359
2821,956031216,2821,0,12,F,BAU,N,NA,NA,NA,0,-0.9045359
2822,956031216,2822,0,12,F,BAU,P,NA,NA,3,1,-0.9045359
2823,956031216,2823,0,12,F,BAU,Q,NA,NA,0,0,-0.9045359
2824,956031216,2824,0,12,F,BAU,U,NA,NA,0,1,-0.9045359
2825,956031216,2825,0,12,F,BAU,V,NA,NA,1,0,-0.9045359
2826,956031216,2826,0,12,F,BAU,X,NA,NA,NA,0,-0.9045359
2827,956031216,2827,0,12,F,BAU,X15,H,0,2,1,-0.9045359
2828,956031216,2828,0,12,F,BAU,X21,NA,NA,1,1,-0.9045359
2829,956031216,2829,0,12,F,BAU,X31.1,NA,NA,2,0,-0.9045359
2830,956031216,2830,0,12,F,BAU,X32,NA,NA,0,0,-0.9045359
2831,956031216,2831,0,12,F,BAU,X33,NA,0,H,0,-0.9045359
2832,956031216,2832,0,12,F,BAU,X37,NA,NA,NA,0,-0.9045359
2833,956031216,2833,0,12,F,BAU,X50,NA,NA,0,0,-0.9045359
2834,956031216,2834,0,12,F,BAU,Z,NA,NA,NA,0,-0.9045359
2835,956031217,2835,0,12,M,LT,B,1,NA,H,0,0.0140929
2836,956031217,2836,0,12,M,LT,C,H,NA,2,1,0.0140929
2837,956031217,2837,0,12,M,LT,Da,2,NA,2,1,0.0140929
2838,956031217,2838,0,12,M,LT,Db,1,NA,1,1,0.0140929
2839,956031217,2839,0,12,M,LT,E,1,NA,2,1,0.0140929
2840,956031217,2840,0,12,M,LT,G,2,NA,2,1,0.0140929
2841,956031217,2841,0,12,M,LT,H,1,0,2,0,0.0140929
2842,956031217,2842,0,12,M,LT,I,H,0,H,0,0.0140929
2843,956031217,2843,0,12,M,LT,J,1,NA,1,0,0.0140929
